gene_id,class,Rest,Rclass,tau,theta,gamma
LOC105456255,neut,0.243275998,neut,0.207753393,0.002521981,0.562518076
LOC105456256,neut,1.133634592,pos,0.095738712,0.002891838,0.758845513
LOC105456257,neut,0.161685597,neut,1.629563677,0.002418033,0.767454652
LOC105456258,neut,-0.736301109,neg,-0.056379299,0.003046364,6.037368297
LOC105456260,neut,1.982633768,pos,1.084121966,0.001170752,0.103248391
LOC105456261,neut,-0.060944666,neut,-0.250265903,0.002704032,-0.055372836
LOC105456262,neut,-0.005982036,neut,-0.578477373,0.003031821,0.947296186
LOC105456263,neut,0.06375404,neut,0.799299058,0.001794995,1.173607284
LOC105456264,neut,-0.968656474,neut,0.010147343,0.001200825,0.485835007
LOC105456265,neut,-0.00031415,neut,-0.550229858,0.003977572,-0.386700014
LOC105456266,neut,1.176169484,pos,-0.409198607,0.003464518,-0.85295045
LOC105456267,neut,-1.391741463,neg,-0.613675482,0.004969368,1.329249805
LOC105456268,neut,0.497425236,neut,-0.103974427,0.002061538,2.470439974
LOC105456269,neut,0.361369654,neut,0.092447924,0.004426135,1.094656079
LOC105456270,neut,0.175791658,neut,-0.297665398,0.002517859,-0.315361038
LOC105456271,neut,1.643790946,pos,0.076986232,0.003012468,0.610085706
LOC105456272,neut,-0.71290067,neg,0.189273188,0.004024495,1.179868906
LOC105456273,neut,0.320136298,neut,0.235259336,0.008258711,0.322599921
LOC105456274,neut,1.398355933,pos,1.766226046,0.004051914,0.547878463
LOC105456275,neut,1.585903277,pos,1.938034439,0.001440203,0.372515712
LOC105456276,neut,-0.56338501,neut,-0.555261588,0.001252208,0.955328775
LOC105456277,neut,0.794373932,pos,0.381431688,0.00160976,-0.533994642
LOC105456279,neut,0.239783671,neut,-0.445921866,0.002876443,0.3040181
LOC105456280,neut,-0.487304988,neut,-0.623353122,0.003840598,3.018244586
LOC105456281,neut,-0.009666497,neut,-0.764135271,0.001488945,0.433693581
LOC105456283,neut,0.82187001,pos,0.604589811,0.001572698,0.219719278
LOC105456284,neut,-0.095675942,neut,-0.210267997,0.003819021,1.255595795
LOC105456285,neut,2.322356268,pos,-0.473362332,0.002187006,-0.336499003
LOC105456287,neut,-0.873421577,neut,0.423877993,0.003801481,0.748738048
LOC105456288,neut,0.849704188,pos,-0.333823146,0.003752162,0.259107979
LOC105456289,neut,1.654802897,pos,1.70767811,0.00235921,0.456587249
LOC105456290,neut,0.647973725,pos,-0.724306294,0.003733106,0.787029425
LOC105456291,neut,-0.581762905,neut,-0.810187993,0.002518146,0.446328266
LOC105456292,neut,-0.931366282,neg,-0.682461612,0.005283198,0.927318646
LOC105456293,neut,-1.336287143,neg,-0.640380211,0.004253356,2.727688116
LOC105456294,neut,0.919752286,pos,0.551186739,0.003509159,0.075418432
LOC105456296,neut,1.24158308,pos,0.240958038,0.002489966,-0.273493911
LOC105456297,neut,0.588903345,neut,1.725724389,0.001043924,0.275979622
LOC105456298,neut,0.212490284,neut,-0.579387827,0.00323494,-0.518065716
LOC105456299,neut,-1.29470522,neg,-0.777396115,0.001399106,1.35749197
LOC105456300,neut,0.799830518,pos,0.728724644,0.002878212,-0.090466252
LOC105456301,neut,1.230747644,pos,-0.867178774,0.002589408,-0.479945629
LOC105456302,neut,0.519906911,neut,-0.767906549,0.002657862,0.101522191
LOC105456303,neut,0.988346996,pos,-0.407589183,0.002688947,0.649000645
LOC105456304,neut,-0.40241826,neut,-0.28877643,0.001713033,0.652242889
LOC105456305,neut,0.875218045,neut,0.010239057,0.001996114,-0.056312624
LOC105456306,neut,0.613968691,neut,1.724342064,0.003106907,-0.161323226
LOC105456307,neut,1.173363027,pos,-0.612356791,0.001872158,-0.097843661
LOC105456308,neut,1.231029915,pos,-0.06947816,0.002343336,-1.207718491
LOC105456309,neut,0.192204665,neut,-0.803057278,0.002816395,0.309734383
LOC105456310,neut,-0.921069059,neut,-0.57233344,0.000880744,1.027185225
LOC105456311,neut,-0.249771222,neut,0.324606931,0.002747977,0.606582076
LOC105456312,neut,0.973006468,pos,-0.041979151,0.004780725,0.667869644
LOC105456313,neut,1.002020733,pos,2.250732667,0.002088748,-0.00123208
LOC105456314,neut,0.461877287,neut,-0.442381116,0.00307207,0.960887391
LOC105456315,neut,0.574615476,pos,-0.552291836,0.002446122,0.090811205
LOC105456316,neut,-0.781467044,neut,-0.825979465,0.00190014,0.936358293
LOC105456317,neut,1.045098348,pos,0.085273403,0.003472846,0.539757638
LOC105456318,neut,1.190289419,pos,0.010160179,0.005067642,2.618041796
LOC105456319,neut,1.268769342,pos,0.740059177,0.004008075,0.623692589
LOC105456320,neut,-0.545438122,neut,-0.828891436,0.003322207,0.513238876
LOC105456321,neut,0.99953602,pos,-0.71083154,0.003793369,0.686404835
LOC105456322,neut,1.199548516,pos,-0.184843427,0.004904507,0.458996803
LOC105456323,neut,1.3114656,pos,2.266505375,0.002098972,-0.368921183
LOC105456324,neut,-0.363508047,neut,0.82745104,0.005304488,0.789078744
LOC105456325,neut,1.093499962,pos,-0.602119937,0.003041973,-0.678219193
LOC105456326,neut,1.391509515,pos,7.079352253,0.002995157,0.343555558
LOC105456327,neut,0.982842289,neut,0.37021795,0.002368701,-0.384209758
LOC105456329,neut,0.85260053,neut,0.192672301,0.001680201,0.912915826
LOC105456330,neut,1.727660526,pos,-0.368355353,0.002102164,0.418542555
LOC105456331,neut,0.355184522,neut,-0.64319643,0.002283435,0.835410842
LOC105456332,neut,1.02650233,pos,-0.384368726,0.003114695,-0.637947082
LOC105456333,neut,1.100618141,pos,-0.112034586,0.002326066,-0.047831594
LOC105456334,neut,0.820899784,pos,-0.163724194,0.002609539,4.426808863
LOC105456335,neut,0.162320044,neut,0.312656865,0.004019604,0.257011595
LOC105456337,neut,0.672740127,pos,-0.831496767,0.001298312,-0.045278135
LOC105456338,neut,0.83845484,pos,-0.334617231,0.002060672,-0.336481903
LOC105456339,neut,-1.022450738,neut,-0.516920335,0.002238525,0.995778551
LOC105456341,neut,0.346523012,neut,-0.52032131,0.001741001,0.405910505
LOC105456342,neut,-0.430506478,neut,-0.226581493,0.001570456,0.860414931
LOC105456343,neut,1.571578907,pos,-0.005571037,0.002667536,-0.150712379
LOC105456344,neut,-0.225336256,neut,-0.815368955,0.00209797,0.683799537
LOC105456346,neut,-0.020318321,neut,-0.434439069,0.002071658,-0.026844061
LOC105456347,neut,1.017122238,pos,-0.517771736,0.003969092,0.034019744
LOC105456348,neut,-0.836109945,neut,-0.467580912,0.001374061,1.021800459
LOC105456349,neut,0.931535236,pos,-0.033579383,0.004125,0.187013741
LOC105456350,neut,0.206102668,neut,-0.672356197,0.003411738,0.485789738
LOC105456351,neut,0.419865423,neut,-0.540532506,0.002380465,0.080110602
LOC105456352,neut,-0.346794612,neut,-0.226195563,0.004285183,0.008955874
LOC105456353,neut,-0.900138824,neut,-0.6125721,0.002548302,0.921813604
LOC105456354,neut,-0.377787062,neut,-0.789353476,0.003465058,0.325594066
LOC105456355,neut,-0.676348239,neut,-0.510645423,0.000835652,0.798825036
LOC105456356,neut,-1.070636929,neg,-0.750316922,0.00295286,3.691832539
LOC105456357,neut,-1.261471369,neg,-0.630240706,0.001725869,1.167231139
LOC105456358,neut,2.567924693,pos,0.452650359,0.002020612,0.096462433
LOC105456359,neut,-2.418816047,neg,-0.676110873,0.002933594,1.838029831
LOC105456360,neut,-0.351689717,neut,-0.627106175,0.004773284,0.59653579
LOC105456361,neut,0.680478429,pos,-0.428360728,0.002572161,0.246470978
LOC105456362,neut,-0.873216059,neg,-0.690307711,0.00293232,0.837843973
LOC105456363,neut,0.364548196,neut,-0.850488366,0.005181628,0.70084976
LOC105456365,neut,-1.269809984,neg,-0.828946769,0.005613301,1.450334694
LOC105456366,neut,-1.007279131,neut,-0.532108364,0.001560955,1.071344007
LOC105456368,neut,0.490034321,neut,-0.229966358,0.002458005,5.921269377
LOC105456369,neut,1.212970798,pos,0.39996017,0.003019805,0.369131065
LOC105456371,neut,0.991304682,pos,-0.427145513,0.001644549,-1.128462885
LOC105456372,neut,-0.010147537,neut,-0.617337493,0.002315352,0.211963331
LOC105456373,neut,-1.048205407,neut,-0.285990046,0.000735742,0.948803451
LOC105456374,neut,-0.745915465,neg,-0.637894092,0.006075828,-0.25920074
LOC105456375,neut,0.773738419,pos,-0.2428541,0.002273926,3.086046085
LOC105456377,neut,0.939314645,pos,2.06927496,0.001752841,0.603403091
LOC105456378,neut,0.854612748,neut,-0.507382921,0.001609679,0.132649968
LOC105456379,neut,-1.067889518,neut,0.102087931,0.002133621,0.656834784
LOC105456380,neut,1.023740996,neut,-0.467315405,0.001642346,0.024093583
LOC105456382,neut,-0.146443676,neut,-0.403862089,0.003167233,0.401023463
LOC105456383,neut,1.171063213,pos,1.256683342,0.001375612,0.582615744
LOC105456384,neut,1.117347562,pos,-0.580739651,0.002306564,-0.037866948
LOC105456385,neut,0.55033427,neut,2.68033065,0.002315226,0.209835415
LOC105456386,neut,-0.8746042,neut,-0.48735557,0.001476523,0.983767017
LOC105456387,neut,1.603714233,pos,0.219074774,0.001330632,0.76402088
LOC105456388,neut,1.858543212,pos,0.027664347,0.001625449,-0.153156224
LOC105456389,neut,-0.389533925,neut,-0.553915072,0.003369933,3.232175083
LOC105456390,neut,0.511984036,neut,1.311667998,0.001917485,0.72970294
LOC105456391,neut,0.36574748,neut,-0.073867367,0.002906583,-0.330323532
LOC105456392,neut,-0.040167064,neut,-0.602757412,0.001121815,1.229451076
LOC105456393,neut,-0.213685933,neut,-0.784770822,0.002526591,0.886016909
LOC105456394,neut,1.797679535,pos,-0.369576442,0.001571968,0.03794763
LOC105456395,neut,-0.871569477,neut,-0.657520996,0.001639326,1.094228493
LOC105456396,neut,-0.202522316,neut,0.954888979,0.001441361,0.043675082
LOC105456397,neut,0.138363982,neut,-0.06705662,0.002392295,1.295816528
LOC105456398,neut,0.372586331,neut,-0.697628172,0.002314674,0.069259934
LOC105456399,neut,-0.35178197,neut,-0.592260297,0.002686416,-0.09894187
LOC105456400,neut,-0.693344399,neut,-0.510346185,0.003052408,0.626150909
LOC105456401,neut,-0.697115447,neut,0.274727571,0.002382328,0.075449757
LOC105456402,neut,-0.299401928,neut,-0.428894898,0.002700862,1.782629104
LOC105456404,neut,0.355390259,neut,-0.476647226,0.002038357,1.10196526
LOC105456405,neut,0.208634202,neut,1.307053718,0.002121637,0.850354786
LOC105456406,neut,-0.071923849,neut,-0.220208536,0.001412536,0.224805358
LOC105456407,neut,-0.533871433,neut,-0.644199855,0.001726673,0.739138701
LOC105456408,neut,1.486033362,pos,3.267414544,0.001722862,0.279218466
LOC105456409,neut,0.366870053,neut,-0.550097977,0.002610954,3.656654603
LOC105456410,neut,-0.674420543,neut,-0.615117999,0.001457951,1.082713626
LOC105456412,neut,0.830130736,pos,1.027738698,0.002345257,0.428738218
LOC105456413,neut,0.5752156,pos,-0.497034733,0.003208984,-0.080799673
LOC105456414,neut,-0.329755375,neut,1.471859511,0.00575724,1.310949126
LOC105456415,neut,1.096315009,pos,2.638091181,0.006234304,-0.528705237
LOC105456416,neut,-0.493602047,neut,-0.599117837,0.002938937,0.280992084
LOC105456417,neut,-0.475262504,neut,1.052431441,0.001798607,0.770800758
LOC105456418,neut,1.665986555,pos,2.004536883,0.001458613,1.016034092
LOC105456419,neut,-0.982401281,neut,-0.541179417,0.001660489,1.141777662
LOC105456420,neut,-0.320723605,neut,0.585727629,0.001434366,0.386247335
LOC105456421,neut,-0.165009727,neut,-0.461284335,0.002644189,0.55783049
LOC105456422,neut,-1.120327828,neg,0.708838982,0.00125332,0.47990204
LOC105456423,neut,-0.422022542,neut,-0.478602691,0.001793469,1.042508446
LOC105456424,neut,-0.941370948,neut,-0.541244832,0.001452355,1.049648239
LOC105456425,neut,0.778124298,pos,1.406895739,0.00202372,1.072004883
LOC105456426,neut,-0.888635767,neg,-0.220776155,0.001497985,0.355801104
LOC105456427,neut,-1.734290318,neg,-0.702292834,0.00134077,1.456120883
LOC105456428,neut,0.377760199,neut,2.273440284,0.001959663,0.17819953
LOC105456429,neut,2.538093183,pos,0.712068911,0.000945049,-0.389291422
LOC105456430,neut,-1.068195906,neut,-0.548098437,0.002032704,0.962915068
LOC105456431,neut,-0.317220284,neut,0.43561228,0.001383936,0.884206056
LOC105456432,neut,0.581375168,neut,0.60862388,0.002147544,-0.460187936
LOC105456433,neut,0.409298997,neut,-0.848006601,0.002316773,0.195748197
LOC105456434,neut,3.026710624,pos,1.758901442,0.000538165,-0.554125993
LOC105456436,neut,0.729972321,neut,0.100969224,0.001814712,0.318514916
LOC105456437,neut,0.554522415,neut,-0.118956025,0.002208218,0.096747314
LOC105456438,neut,0.560392395,neut,-0.092471676,0.002519253,0.72818676
LOC105456439,neut,-0.0271787,neut,0.191413038,0.003109782,-0.068605737
LOC105456440,neut,-0.262644782,neut,-0.7804636,0.002373335,0.563357888
LOC105456441,neut,1.493417033,pos,5.556225887,0.003373715,-0.304825777
LOC105456442,neut,-0.319539499,neut,-0.085867129,0.001709544,0.543093132
LOC105456443,neut,-0.725013261,neut,-0.602974044,0.001088017,0.884780308
LOC105456445,neut,0.286401419,neut,-0.038617468,0.003214524,0.077210431
LOC105456446,neut,1.236783286,pos,0.892669934,0.003752847,-0.922324098
LOC105456448,neut,-0.26888122,neut,0.694443785,0.001237635,0.382052052
LOC105456449,neut,0.861928993,pos,-0.180699872,0.003406887,0.190996979
LOC105456450,neut,-0.23417641,neut,-0.226687927,0.002048257,-0.2457183
LOC105456451,neut,0.295351866,neut,0.652140496,0.001848027,-0.117488775
LOC105456452,neut,0.915646561,pos,0.963968636,0.003015152,0.674901223
LOC105456453,neut,0.855798025,neut,0.406406445,0.002117367,0.960203117
LOC105456454,neut,1.457123294,pos,5.19243723,0.002546933,-0.478531629
LOC105456455,neut,1.203205398,pos,-0.324923947,0.007574667,0.698467489
LOC105456456,neut,1.557371203,pos,-0.041279637,0.002298396,-0.533101525
LOC105456457,neut,-0.321291434,neut,-0.628785323,0.003832007,1.500853896
LOC105456459,neut,1.432442123,pos,3.668737347,0.004793846,0.176379746
LOC105456460,neut,1.612018411,pos,-0.126397789,0.002486377,-0.229869546
LOC105456462,neut,0.792004503,neut,3.506197653,0.002075942,0.536045276
LOC105456463,neut,1.235070045,pos,-0.555018587,0.002228914,-0.27112604
LOC105456464,neut,1.585331401,pos,3.884677649,0.002520985,0.281550781
LOC105456466,neut,1.166417661,pos,1.142819684,0.002291893,0.976555678
LOC105456467,neut,-0.627195679,neut,-0.768888446,0.002603831,0.62935624
LOC105456468,neut,1.070427245,pos,0.094003326,0.002013486,1.021525523
LOC105456469,neut,-0.396023524,neut,-0.725039341,0.001981343,0.846776555
LOC105456470,neut,-1.441780532,neg,0.008529274,0.00267515,2.948065358
LOC105456471,neut,0.581008242,neut,10.24237812,0.00213665,0.188303752
LOC105456472,neut,-1.528107742,neg,-0.718354317,0.002261456,1.389030343
LOC105456473,neut,-0.147502741,neut,-0.370715296,0.001817098,0.528654255
LOC105456474,neut,1.117216609,pos,0.521190863,0.002554535,1.439434446
LOC105456475,neut,-0.430535659,neut,-0.616699539,0.002387484,0.177399648
LOC105456476,neut,0.955905316,pos,1.017843005,0.002887462,-0.065798254
LOC105456477,neut,0.145584287,neut,-0.609890574,0.002891366,0.920725536
LOC105456478,neut,-0.399721717,neut,-0.473157293,0.005284305,1.733079767
LOC105456479,neut,0.376612652,neut,-0.72593414,0.002138552,-0.202612775
LOC105456480,neut,1.545922032,pos,-0.731371722,0.001980603,-0.473864499
LOC105456481,neut,1.011898092,neut,1.852787512,0.000880484,0.588039943
LOC105456482,neut,0.837218644,pos,-0.218307737,0.004740376,2.452658962
LOC105456483,neut,-0.528152394,neut,-0.000559691,0.00192727,0.423586321
LOC105456484,neut,-0.288153187,neut,-0.376233748,0.001124176,1.192672592
LOC105456485,neut,0.174810819,neut,-0.564196831,0.002252906,0.458085867
LOC105456487,neut,0.023567936,neut,-0.127642273,0.002380756,1.201570565
LOC105456488,neut,-1.07557488,neut,-0.31752588,0.000753108,0.951035497
LOC105456489,neut,0.275123336,neut,-0.715865281,0.00367535,1.892092736
LOC105456490,neut,1.299711627,pos,0.777951569,0.004202315,-0.091035407
LOC105456491,neut,-1.174421431,neg,-0.276178701,0.001761284,0.870950524
LOC105456492,neut,0.382074224,neut,-0.670120895,0.003024098,0.389069329
LOC105456493,neut,0.22830038,neut,-0.422091466,0.002717442,0.129805614
LOC105456494,neut,1.040226896,pos,-0.12996249,0.003190241,1.494010152
LOC105456495,neut,-0.555163701,neut,0.020978781,0.002154844,0.950857087
LOC105456496,neut,0.390371884,neut,-0.689823365,0.004310696,-0.12525484
LOC105456498,neut,0.953363869,pos,-0.826463324,0.002280563,-0.246380718
LOC105456499,neut,-0.583387449,neut,0.002694564,0.003075994,1.058675535
LOC105456500,neut,0.549007336,neut,0.028869689,0.001706615,-0.248304169
LOC105456501,neut,-0.245566949,neut,-0.746265777,0.003320742,0.484842
LOC105456502,neut,1.641818369,pos,-0.29687161,0.002329778,0.199619839
LOC105456503,neut,1.897576936,pos,0.9992142,0.001892922,-0.671466192
LOC105456504,neut,2.20837859,pos,0.481902372,0.001320315,0.182841679
LOC105456506,neut,0.390254263,neut,-0.841467137,0.003928795,-0.030653005
LOC105456507,neut,-0.502076627,neut,-0.706770589,0.002588001,0.445656693
LOC105456508,neut,-0.842574818,neg,-0.515561512,0.003422374,1.448120429
LOC105456509,neut,1.248040852,pos,-0.628988146,0.004938423,-0.400967188
LOC105456510,neut,0.409984614,neut,-0.795175266,0.002871481,0.376643192
LOC105456511,neut,-0.583387355,neut,-0.352102261,0.003065191,0.2072738
LOC105456513,neut,1.596029471,pos,-0.152440901,0.003468914,-0.446360998
LOC105456514,neut,1.56847269,pos,-0.255624478,0.004853353,0.248420478
LOC105456515,neut,0.970291547,pos,-0.715501397,0.002878697,-0.118052417
LOC105456516,neut,0.390884528,neut,-0.481926153,0.001792486,0.418302003
LOC105456518,neut,0.641450704,neut,11.54984405,0.001493204,0.091572902
LOC105456520,neut,-1.31838988,neg,-0.719777618,0.002744834,0.826134886
LOC105456521,neut,0.781367315,neut,1.220465695,0.002473622,0.24429145
LOC105456522,neut,0.126536292,neut,-0.168154525,0.003077192,0.538280197
LOC105456524,neut,0.159985309,neut,0.567619992,0.001301788,0.392494872
LOC105456525,neut,1.297865163,pos,-0.88870056,0.002955509,-0.507393442
LOC105456526,neut,0.633531285,neut,-0.412499738,0.003908175,0.059734642
LOC105456527,neut,-0.130548511,neut,-0.639723633,0.003863074,0.492108603
LOC105456528,neut,0.833133421,pos,0.357811901,0.00147691,-0.655038742
LOC105456529,neut,-0.6560501,neut,-0.77146373,0.000882291,0.943905744
LOC105456530,neut,-0.477538901,neut,-0.180289477,0.003322932,1.709280754
LOC105456531,neut,-0.445211205,neut,-0.095160864,0.001073714,1.489395727
LOC105456532,neut,-0.069724623,neut,-0.290336282,0.001946387,0.271354241
LOC105456534,neut,0.318752691,neut,-0.360930762,0.002255814,0.169238316
LOC105456535,neut,-0.14752972,neut,0.149232381,0.001699514,0.762485654
LOC105456536,neut,0.744290862,neut,-0.740900527,0.00203719,0.102195222
LOC105456537,neut,1.282469289,pos,-0.774660205,0.003342678,-0.563577144
LOC105456538,neut,0.197372307,neut,-0.495648513,0.00088006,0.438417095
LOC105456539,neut,0.542718294,neut,-1.86E-05,0.002588891,-0.278520623
LOC105456540,neut,1.736822279,pos,-0.388234339,0.001484587,-0.584711729
LOC105456542,neut,0.421111129,neut,-0.598016222,0.002468043,0.072063532
LOC105456544,neut,0.600573595,neut,-0.341678705,0.001519758,0.286728473
LOC105456545,neut,-1.350576023,neg,0.379323262,0.000816514,0.42628461
LOC105456546,neut,-0.386933643,neut,-0.666939006,0.003855652,0.613552587
LOC105456547,pos,0.135178374,neut,0.112733422,0.004951764,4.239691098
LOC105456548,neut,-1.985717422,neg,-0.892514698,0.003329243,1.780077213
LOC105456549,neut,-0.674438465,neut,-0.476756152,0.001326037,3.497066668
LOC105456550,neut,0.247383006,neut,-0.447176027,0.001848439,0.638508285
LOC105456552,neut,0.098613716,neut,-0.16846171,0.001732232,1.234951921
LOC105456553,neut,0.745897194,neut,1.272252886,0.001907479,1.113347177
LOC105456554,neut,0.746236664,pos,-0.548203894,0.003737765,1.07877977
LOC105456555,neut,0.494008919,neut,0.158742789,0.002599236,0.533307554
LOC105456556,neut,-0.661590606,neg,-0.263021383,0.001670931,-0.203015394
LOC105456557,neut,1.374917154,pos,0.262607424,0.005090254,1.53575625
LOC105456558,neut,-0.247653283,neut,-0.772573562,0.00381709,1.234698482
LOC105456559,neut,0.587975705,neut,4.121354127,0.002070912,0.238931842
LOC105456560,neut,-0.091675786,neut,0.030181833,0.001081976,0.098662576
LOC105456561,neut,-0.400011396,neut,0.603868631,0.001387892,0.344276409
LOC105456562,neut,1.081783263,pos,0.548969654,0.003737146,0.170114079
LOC105456563,neut,-0.927175007,neg,-0.736827776,0.0040046,1.786759786
LOC105456564,neut,0.33783137,neut,-0.679545083,0.002593187,0.336863759
LOC105456565,neut,0.939353883,pos,0.304232921,0.004813127,0.720362724
LOC105456566,neut,-0.365553039,neut,-0.5375603,0.00172588,0.577172635
LOC105456568,neut,0.663572077,pos,-0.540068302,0.004655369,-0.760901096
LOC105456569,neut,-0.930203658,neg,0.124779491,0.001177062,1.375543911
LOC105456571,neut,0.053991163,neut,-0.665736885,0.001548825,0.480308689
LOC105456572,neut,0.298693072,neut,-0.107117337,0.002804562,0.076460805
LOC105456573,neut,-0.665341021,neg,-0.574871708,0.001927221,0.230928509
LOC105456574,neut,0.392541262,neut,0.212720324,0.00187196,0.186249491
LOC105456575,neut,0.899555883,pos,-0.378644855,0.002584265,0.285881566
LOC105456576,neut,1.075876262,pos,4.991875339,0.002079833,0.714384515
LOC105456577,neut,0.154927147,neut,-0.666176741,0.002702184,-0.739665297
LOC105456578,neut,-0.223149432,neut,-0.649558709,0.000811121,0.601305227
LOC105456579,neut,0.863010737,pos,0.064847748,0.002874518,-0.408847866
LOC105456580,neut,0.579461765,neut,-0.300606613,0.002520524,0.117180041
LOC105456581,neut,0.225919934,neut,0.210665295,0.001635066,0.068103648
LOC105456582,neut,0.127139776,neut,-0.250653644,0.001648636,1.550538129
LOC105456583,neut,-0.472094518,neut,-0.175384985,0.00165935,0.105677685
LOC105456584,neut,0.379032391,neut,1.107553733,0.001559994,0.557649997
LOC105456585,neut,-1.403584653,neg,0.039016961,0.00524875,1.203148926
LOC105456587,neut,1.415436319,pos,-0.443466663,0.002390901,0.072434027
LOC105456588,neut,0.832789137,pos,-0.787601296,0.006271278,0.240955736
LOC105456589,neut,0.121770079,neut,-0.641087225,0.002553751,1.531379402
LOC105456590,neut,-0.564380749,neut,-0.600949555,0.001219409,0.518261373
LOC105456591,neut,-1.099172586,neut,0.201043987,0.001161033,0.523044725
LOC105456592,neut,0.948240674,pos,-0.478923421,0.001588815,1.7700337
LOC105456593,neut,-0.993419261,neg,-0.219541789,0.003206855,1.288342182
LOC105456594,neut,-0.589167467,neut,-0.66860492,0.00084401,0.839260136
LOC105456595,neut,1.30706973,pos,0.228738598,0.001903393,-0.346860007
LOC105456597,neut,-0.767251789,neg,-0.393434112,0.002416254,1.680777217
LOC105456598,neut,-0.338620763,neut,0.475555679,0.002774142,0.058286822
LOC105456599,neut,-0.340729056,neut,-0.768239715,0.000664738,0.587772109
LOC105456600,neut,0.381055285,neut,-0.568378291,0.002254109,0.847061858
LOC105456601,neut,0.871535891,pos,-0.403338377,0.00312249,0.248758118
LOC105456602,neut,-0.893330468,neut,0.934081581,0.002104866,0.369949688
LOC105456604,neut,1.434855167,pos,1.808919563,0.002210602,0.581903144
LOC105456605,neut,1.198338482,pos,-0.524140283,0.002145393,-0.436373052
LOC105456606,neut,-0.675294036,neut,-0.187436394,0.00235103,1.066432565
LOC105456607,neut,1.869842781,pos,3.226610478,0.001590609,0.740897118
LOC105456608,neut,0.019476719,neut,-0.84663539,0.003926525,0.273717656
LOC105456609,neut,-1.141506068,neg,-0.391278671,0.002947968,1.898846728
LOC105456610,neut,0.36832115,neut,-0.747241645,0.002955952,0.442638768
LOC105456611,neut,0.279317301,neut,-0.780620172,0.003655012,0.097075058
LOC105456612,neut,-0.92708978,neut,-0.545716424,0.002525523,0.860491912
LOC105456614,neut,-0.061217637,neut,-0.672176238,0.002615811,0.461775803
LOC105456615,neut,-0.558464275,neut,1.163228658,0.00240785,0.413270643
LOC105456616,neut,-0.388106613,neut,-0.881662786,0.004488138,0.713804847
LOC105456617,neut,-0.94314654,neut,-0.692884029,0.00216889,1.206156501
LOC105456618,neut,-0.625454949,neut,-0.849345823,0.003342358,0.831631016
LOC105456619,neut,0.25532607,neut,0.740032938,0.003172702,0.782573635
LOC105456621,neut,-0.080592226,neut,-0.242416262,0.003268665,1.020693619
LOC105456622,neut,-0.547117537,neut,0.421599398,0.001630058,0.139799838
LOC105456623,neut,0.44568309,neut,-0.696477706,0.002822064,0.215421932
LOC105456624,neut,0.473734607,neut,-0.270163613,0.002653689,-0.458659234
LOC105456625,neut,-1.088168694,neut,-0.592781435,0.001738504,1.230758701
LOC105456626,neut,1.815872992,pos,0.747967106,0.003034825,-0.123478685
LOC105456627,neut,0.194501301,neut,1.425114594,0.004003665,0.133358266
LOC105456628,neut,1.235566382,pos,1.040857397,0.002534249,0.115627196
LOC105456629,neut,1.707002835,pos,1.451734051,0.002517305,0.165442505
LOC105456630,neut,1.451420277,pos,-0.598961334,0.001692851,-0.305964587
LOC105456631,neut,0.030581656,neut,-0.639617088,0.002341096,0.573232724
LOC105456632,neut,0.994946543,pos,1.967076379,0.004165495,1.125662314
LOC105456634,neut,-0.302527281,neut,0.975830971,0.00225308,0.13157774
LOC105456635,neut,1.713499963,pos,1.482253741,0.002221537,0.064282816
LOC105456636,neut,1.201140392,pos,9.137489424,0.001553297,0.409919277
LOC105456637,neut,0.063603451,neut,-0.186848865,0.001764289,-0.609078125
LOC105456638,neut,-0.70805034,neut,-0.61204956,0.003092229,0.498602911
LOC105456640,neut,1.200944765,pos,-0.06312457,0.001604296,-0.701013403
LOC105456641,neut,0.725436963,pos,0.166733539,0.003240192,0.950439134
LOC105456642,neut,0.619632751,neut,-0.267527742,0.002986355,0.330168829
LOC105456643,neut,-0.870964233,neut,-0.17878903,0.002959996,0.822790976
LOC105456644,neut,1.309074103,pos,0.239556756,0.003080834,0.19148672
LOC105456645,neut,1.398623425,pos,0.555536218,0.002481457,-0.197088284
LOC105456646,neut,0.425839162,neut,11.02332844,0.003263929,-0.129596005
LOC105456647,neut,-0.684476818,neut,-0.665538612,0.002706394,1.041059534
LOC105456648,neut,1.706785394,pos,-0.666316443,0.002036803,-0.281236307
LOC105456650,neut,-0.611915792,neut,-0.362428444,0.006311367,0.754013839
LOC105456651,neut,-0.904826148,neut,-0.63213677,0.000934092,1.017793293
LOC105456655,neut,0.514796531,neut,15.61222871,0.002832214,0.09917158
LOC105456656,neut,-0.728679366,neut,-0.528827145,0.002242226,1.744473181
LOC105456657,neut,0.697401573,pos,15.50626839,0.002807537,0.120875509
LOC105456658,neut,-1.262448692,neg,0.001849002,0.001679938,0.848199552
LOC105456659,neut,1.591153096,pos,1.474304139,0.002501874,-0.170782412
LOC105456660,neut,-1.321129123,neg,0.068586826,0.004635763,0.277452182
LOC105456662,neut,1.331926278,pos,1.524707913,0.002163819,1.019832945
LOC105456664,neut,1.022773804,pos,1.180460387,0.001972333,1.046939672
LOC105456665,neut,-0.152424845,neut,2.13748552,0.009069424,-0.288732187
LOC105456668,neut,-0.243535595,neut,-0.471736503,0.002996914,0.624486952
LOC105456669,neut,1.330196776,pos,-0.935481928,0.0034121,-0.513807447
